1,SIMPLE,gd,,ALL,PRIMARY,,,,156,100,Using temporary; Using filesort
1,SIMPLE,ga,,ref,"PRIMARY,gacha_available_0_gacha_id",PRIMARY,4,lab02.gd.id,92,10,Using where
1,SIMPLE,td,,eq_ref,PRIMARY,PRIMARY,8,"func,lab02.ga.card_id",1,100,Using where
